time,total_demand,heating_demand,cooling_demand,humidity,radiation_global_horizontal,temperature,wind_speed_2m,bait
2024-03-07 00:00:00,1.7842078464057118,1.7842078464057118,0.0,96,0,4.3,6.2,8.036208070539868
2024-03-07 00:15:00,1.798534962542922,1.798534962542922,0.0,96,0,4.1,6.4,7.988319064915517
2024-03-07 00:30:00,1.8126511001334216,1.8126511001334216,0.0,96,0,4.0,6.4,7.941135264212611
2024-03-07 00:45:00,1.8265574770672048,1.8265574770672048,0.0,96,0,3.8,6.9,7.894652597581142
2024-03-07 01:00:00,1.8687312494999266,1.8687312494999266,0.0,96,0,3.8,6.9,7.848866994171097
2024-03-07 01:15:00,1.8824305096670513,1.8824305096670513,0.0,96,0,3.7,7.1,7.803774383132464
2024-03-07 01:30:00,1.8959204735672484,1.8959204735672484,0.0,96,0,3.6,7.1,7.759370693615233
2024-03-07 01:45:00,1.9092023779360294,1.9092023779360294,0.0,96,0,3.5,7.1,7.715651854769393
2024-03-07 02:00:00,1.9283584794402207,1.9283584794402207,0.0,96,0,3.4,7.1,7.672613795744931
2024-03-07 02:15:00,1.9412686869000537,1.9412686869000537,0.0,97,0,3.2,7.1,7.630252445691838
2024-03-07 02:30:00,1.95397389858706,1.95397389858706,0.0,98,0,3.0,6.9,7.588563733760101
2024-03-07 02:45:00,1.9664753551490977,1.9664753551490977,0.0,98,0,2.7,6.9,7.54754358909971
2024-03-07 03:00:00,1.9688134710290806,1.9688134710290806,0.0,99,0,2.5,6.9,7.507187940860651
2024-03-07 03:15:00,1.980850241601198,1.980850241601198,0.0,99,0,2.5,6.9,7.467492718192915
2024-03-07 03:30:00,1.9926879859262405,1.9926879859262405,0.0,99,0,2.4,6.9,7.428453850246491
2024-03-07 03:45:00,2.0043279384068473,2.0043279384068473,0.0,99,0,2.3,7.1,7.390067266171368
2024-03-07 04:00:00,2.016614448265151,2.016614448265151,0.0,99,0,2.3,7.1,7.352328895117532
2024-03-07 04:15:00,2.027867224873922,2.027867224873922,0.0,99,0,2.3,6.9,7.315234666234974
2024-03-07 04:30:00,2.038925831666824,2.038925831666824,0.0,99,0,2.2,6.9,7.278780508673682
2024-03-07 04:45:00,2.049791503562798,2.049791503562798,0.0,98,0,2.2,6.9,7.242962351583645
2024-03-07 05:00:00,2.102442949321792,2.102442949321792,0.0,98,0,2.2,7.0,7.207776124114852
2024-03-07 05:15:00,2.113140034685278,2.113140034685278,0.0,98,0,2.0,7.3,7.173217755417291
2024-03-07 05:30:00,2.12364403475876,2.12364403475876,0.0,98,0,2.0,7.3,7.139283174640951
2024-03-07 05:45:00,2.133956209619949,2.133956209619949,0.0,97,0,1.9,7.8,7.105968310935819
2024-03-07 06:00:00,2.2333292000856275,2.2333292000856275,0.0,97,0,1.9,7.8,7.073269093451887
2024-03-07 06:15:00,2.2436749561225113,2.2436749561225113,0.0,96,0,1.9,7.8,7.041181451339142
2024-03-07 06:30:00,2.2538248394447433,2.2538248394447433,0.0,96,9,1.9,7.8,7.009701313747573
